car	1.1469330303144678
wheel	1.7112044607530303
price	0.4457127904680383
person	1.2625717438448054
bicycle	1.5149098156090621
year	1.8573324964312683
recommend	1.1040048297726568
max	1.2699957619240123
report	1.8872957198087117
technology	2.188325715472693
government	1.2073489527861232
organization	1.1945746647496944
academic	1.6910010746647435
degree	1.5019448384446943
funding	1.5149098156090621
lending	1.8029748341086758
give	1.9542425094393248
unilateral	2.3344537511509307
scholarship	1.6716959194693566
duration	1.5149098156090621
book	1.1143456631108757
author	1.1196099031032327
item	2.0334237554869494
publication	1.556302500767287
address	1.3521825181113623
postal	1.8293037728310249
plan	2.3344537511509307
cost	2.188325715472693
acknowledgement	2.130333768495006
answer	2.4313637641589874
accept	2.5563025007672873
heal	2.3344537511509307
beach	2.4313637641589874
activity	1.9920310703287245
city	1.234083206033368
destination	1.5862657241447304
family	2.7323937598229686
farmland	2.4313637641589874
national	1.8872957198087117
park	2.188325715472693
area	1.6532125137753435
rural	2.188325715472693
town	2.130333768495006
urban	2.4313637641589874
geopolitical	1.3174204118521504
entity	1.301029995663981
calculator	2.7323937598229686
info	2.3344537511509307
distance	1.9194804031801127
subscription	2.7323937598229686
parameter	1.5149098156090621
message	2.255272505103306
license	1.9194804031801127
field	2.5563025007672873
geocoding	2.7323937598229686
string	2.0334237554869494
record	2.0791812460476247
code	1.5862657241447304
batch	2.7323937598229686
location	1.5282737771670436
method	2.4313637641589874
case	2.7323937598229686
request	2.4313637641589874
coutry	2.7323937598229686
centroid	2.4313637641589874
digit	2.5563025007672873
geocode	2.4313637641589874
geospatial	2.7323937598229686
country	1.1701008953664938
line	2.4313637641589874
region	1.410174465089049
province	2.4313637641589874
state	1.6910010746647435
street	2.130333768495006
adventure	2.5563025007672873
future	2.7323937598229686
position	1.5019448384446943
spatial	2.3344537511509307
zone	2.255272505103306
agent	2.0791812460476247
money	1.9920310703287245
amount	1.9920310703287245
end	2.130333768495006
company	1.8293037728310249
cheap	1.8872957198087117
expensive	2.130333768495006
treatment	1.9920310703287245
drug	2.3344537511509307
require	2.7323937598229686
apple	2.4313637641589874
authorize	2.5563025007672873
ema	2.4313637641589874
arrival	2.5563025007672873
physician	2.255272505103306
ambulance	2.5563025007672873
id	1.9920310703287245
time	1.1143456631108757
contact	2.4313637641589874
authorization	2.4313637641589874
date	1.635483746814912
medical	1.5710257575879933
tax	1.1413291527964693
free	1.6910010746647435
monograph	1.9194804031801127
science	1.4771212547196624
fiction	1.4771212547196624
auto	1.7112044607530303
cycle	2.0791812460476247
color	1.9920310703287245
food	1.3613258975512321
quantity	1.410174465089049
prepare	1.6020599913279623
store	1.5420620616526768
grocery	1.8293037728310249
avocado	2.7323937598229686
award	2.0334237554869494
financing	2.0791812460476247
ballistic	2.0791812460476247
missile	1.5019448384446943
range	1.7546701545341206
euro	1.8573324964312683
physical	1.8872957198087117
beverage	2.0791812460476247
title	1.2930610659927058
flight	2.130333768495006
gate	2.5563025007672873
airport	2.3344537511509307
account	1.5420620616526768
seat	2.3344537511509307
vehicle	2.3344537511509307
transport	2.0791812460476247
credit	1.7781512503836434
card	1.8573324964312683
user	1.635483746814912
text	2.255272505103306
review	2.130333768495006
size	2.5563025007672873
publish	1.9920310703287245
publisher	1.9542425094393248
reader	2.4313637641589874
dollar	1.9194804031801127
bread	2.255272505103306
biscuit	2.255272505103306
butter	2.130333768495006
length	2.5563025007672873
measure	1.7546701545341206
diagnostic	1.6716959194693566
process	1.5420620616526768
care	2.0334237554869494
latitude	2.0334237554869494
lookup	2.255272505103306
calculate	2.7323937598229686
function	2.4313637641589874
geometry	2.5563025007672873
calculation	2.7323937598229686
mile	2.130333768495006
support@cdyne.com	2.7323937598229686
longitude	1.8293037728310249
lat	1.9542425094393248
lng	2.188325715472693
geocoder	2.4313637641589874
computes	2.5563025007672873
sun	2.5563025007672873
geo	1.7323937598229684
month	2.5563025007672873
rise	2.5563025007672873
day	2.3344537511509307
offset	2.7323937598229686
local	2.7323937598229686
law	2.7323937598229686
cosine	2.7323937598229686
spherical	2.7323937598229686
biopsy	2.4313637641589874
interval	2.4313637641589874
experiment	2.255272505103306
investigate	2.130333768495006
predict	2.4313637641589874
quality	1.4536401588701395
compact	2.255272505103306
shopping	1.8293037728310249
mall	1.8293037728310249
player	1.556302500767287
cd	2.188325715472693
return	1.8293037728310249
zip	1.7112044607530303
ma	2.7323937598229686
check	2.130333768495006
key	1.8872957198087117
acceptance	2.7323937598229686
insurance	2.255272505103306
health	2.255272505103306
equipment	2.7323937598229686
availability	2.3344537511509307
hospital	1.7112044607530303
personnel	2.7323937598229686
room	2.7323937598229686
arrow	2.5563025007672873
figure	2.5563025007672873
map	1.635483746814912
accommodation	2.188325715472693
hotel	1.5420620616526768
skill	1.4536401588701395
occupation	1.4536401588701395
breakfast	2.255272505103306
bed	2.255272505103306
luxury	2.188325715472693
ignore	2.7323937598229686
bad	2.7323937598229686
combination	2.4313637641589874
testing	2.5563025007672873
matcher	2.7323937598229686
spell	2.7323937598229686
flag	2.7323937598229686
weather	1.5862657241447304
front	1.8573324964312683
season	2.130333768495006
son	2.0791812460476247
system	2.188325715472693
door	2.3344537511509307
coconut	2.7323937598229686
coffee	1.5862657241447304
sandwich	2.188325715472693
profession	1.5710257575879933
gps	2.0791812460476247
corporation	1.9920310703287245
capital	2.7323937598229686
sport	1.8872957198087117
village	2.5563025007672873
trade	1.6532125137753435
occupational	1.6532125137753435
geographical	1.4652220314199547
deacon	2.7323937598229686
drought	2.255272505103306
lightning	2.3344537511509307
full	2.0334237554869494
